worker_id,name,contractor_id,date,check_in,check_out,shift_type,is_late,absences_30d,attendance_rate,overtime_hours,total_hours_worked,worker_category
1017,Rajesh Reddy,104,2023-06-26,05:54,18:34,Full,0,0,0.87,2.0,12.67,Irregular
1046,Neha Nair,104,2023-07-08,,,,0,0,0.76,0.0,0.0,Irregular
1010,Amit Singh,102,2023-12-14,14:40,23:42,Evening,0,0,0.98,0.0,9.03,Regular
1026,Sneha Verma,101,2023-03-04,15:10,23:13,Evening,0,0,0.96,1.0,8.05,Regular
1044,Pooja Gupta,101,2023-08-04,,,,0,1,0.85,0.0,0.0,Irregular
1048,Arjun Gupta,104,2023-08-22,,,,0,0,0.96,0.0,0.0,Regular
1023,Sneha Gupta,101,2023-05-10,07:54,18:39,Full,0,1,0.86,0.5,10.75,Irregular
1044,Deepak Joshi,105,2023-07-11,07:53,13:52,Morning,0,0,0.97,0.0,5.98,Regular
1048,Sneha Singh,103,2023-06-05,07:58,12:10,Morning,0,0,0.99,0.0,4.2,Regular
1069,Deepak Joshi,105,2023-09-28,06:20,13:20,Morning,0,0,0.99,1.0,7.0,Regular
1106,Pooja Verma,105,2023-01-14,06:43,17:45,Full,0,0,0.99,0.0,11.03,Regular
1145,Pooja Gupta,101,2023-08-11,15:41,22:33,Evening,0,1,0.93,0.0,6.87,Irregular
1082,Neha Kumar,105,2023-01-12,15:50,22:56,Evening,0,0,0.97,0.0,7.1,Regular
1008,Arjun Gupta,102,2023-11-06,05:41,18:13,Full,0,0,0.99,1.0,12.53,Regular
1086,Rajesh Rao,105,2023-06-16,14:00,23:37,Evening,0,0,0.99,1.0,9.62,Regular
1086,Rajesh Rao,104,2023-05-25,,,,0,5,0.5,0.0,0.0,High_Risk
1010,Sneha Gupta,105,2023-12-07,14:58,23:55,Evening,0,0,0.97,0.5,8.95,Regular
1048,Deepak Rao,102,2023-04-20,15:25,22:10,Evening,0,0,0.97,0.5,6.75,Regular
1126,Vikram Patel,105,2023-08-21,,,,0,1,0.8,0.0,0.0,Irregular
1084,Deepak Rao,103,2023-09-04,,,,0,7,0.52,0.0,0.0,High_Risk
1030,Neha Sharma,104,2023-12-09,06:25,18:32,Full,0,0,0.99,0.0,12.12,Regular
1068,Priya Kumar,102,2023-08-17,07:53,13:00,Morning,0,1,0.76,0.0,5.12,Irregular
1136,Neha Reddy,102,2023-01-05,07:28,12:25,Morning,0,1,0.4,0.0,4.95,High_Risk
1082,Rajesh Rao,105,2023-09-15,15:23,23:15,Evening,0,8,0.48,0.0,7.87,High_Risk
1141,Vikram Sharma,105,2023-11-04,06:14,13:55,Morning,0,0,0.99,1.5,7.68,Regular
1099,Priya Gupta,104,2023-03-06,05:36,17:28,Full,0,0,0.78,0.0,11.87,Irregular
1123,Vikram Joshi,105,2023-04-14,,,,0,4,0.46,0.0,0.0,High_Risk
1044,Amit Patel,104,2023-09-13,05:53,13:53,Morning,0,0,0.96,0.0,8.0,Regular
1110,Amit Nair,102,2023-04-17,07:41,18:03,Full,0,2,0.89,0.0,10.37,Irregular
1101,Vikram Nair,103,2023-05-23,07:53,12:09,Morning,0,0,1.0,0.0,4.27,Regular
1146,Rohan Gupta,104,2023-04-08,,,,0,2,0.53,0.0,0.0,High_Risk
1053,Amit Gupta,102,2023-03-04,,,,0,1,0.9,0.0,0.0,Irregular
1004,Sneha Gupta,105,2023-07-26,05:33,18:00,Full,0,1,0.77,0.0,12.45,Irregular
1091,Vikram Singh,103,2023-09-04,15:22,23:03,Evening,0,0,0.97,0.5,7.68,Regular
1130,Sneha Singh,101,2023-09-04,,,,0,2,0.82,0.0,0.0,Irregular
1048,Amit Patel,103,2023-08-04,14:46,22:14,Evening,0,0,1.0,0.0,7.47,Regular
1113,Arjun Nair,102,2023-05-04,15:03,22:43,Evening,0,6,0.43,0.0,7.67,High_Risk
1084,Vikram Singh,104,2023-05-25,06:44,18:13,Full,0,0,0.96,0.0,11.48,Regular
1052,Arjun Kumar,103,2023-01-07,07:33,13:04,Morning,0,0,0.97,0.0,5.52,Regular
1041,Neha Nair,105,2023-01-10,07:20,18:00,Full,0,0,0.96,0.5,10.67,Regular
1085,Priya Reddy,105,2023-05-25,07:51,12:39,Morning,0,0,0.95,0.0,4.8,Regular
1050,Vikram Gupta,101,2023-04-07,06:43,18:30,Full,0,0,0.99,1.0,11.78,Regular
1021,Pooja Joshi,104,2023-11-08,,,,0,3,0.49,0.0,0.0,High_Risk
1025,Vikram Singh,104,2023-10-04,05:18,13:32,Morning,0,0,0.95,2.0,8.23,Regular
1021,Deepak Reddy,103,2023-11-20,14:54,23:51,Evening,0,0,0.99,0.0,8.95,Regular
1112,Rajesh Rao,103,2023-03-28,07:18,18:06,Full,0,0,0.98,0.0,10.8,Regular
1059,Rohan Verma,104,2023-10-10,15:18,22:04,Evening,0,0,0.94,2.0,6.77,Irregular
1081,Pooja Patel,104,2023-07-17,05:08,18:50,Full,0,0,0.96,0.0,13.7,Regular
1057,Priya Reddy,103,2023-01-17,,,,0,2,0.78,0.0,0.0,Irregular
1129,Neha Joshi,104,2023-07-07,14:44,23:19,Evening,0,0,0.96,0.0,8.58,Regular
1129,Priya Sharma,102,2023-11-11,06:17,13:45,Morning,0,0,0.99,0.0,7.47,Regular
1082,Rajesh Kumar,104,2023-09-11,15:37,22:08,Evening,0,0,0.96,1.0,6.52,Regular
1035,Neha Reddy,102,2023-08-08,05:27,18:01,Full,0,0,0.98,0.0,12.57,Regular
1023,Priya Singh,104,2023-11-07,14:06,22:30,Evening,0,0,0.97,0.0,8.4,Regular
1042,Deepak Nair,104,2023-05-26,,,,0,0,0.45,0.0,0.0,High_Risk
1062,Amit Joshi,101,2023-09-09,15:05,23:37,Evening,0,2,0.79,2.0,8.53,Irregular
1044,Sneha Verma,102,2023-01-03,07:11,17:47,Full,0,0,0.96,0.0,10.6,Regular
1066,Rohan Joshi,104,2023-03-29,05:31,13:08,Morning,0,0,0.97,0.0,7.62,Regular
1024,Pooja Sharma,104,2023-09-16,,,,0,4,0.41,0.0,0.0,High_Risk
1054,Arjun Singh,103,2023-04-18,06:13,12:26,Morning,0,0,0.96,0.0,6.22,Regular
1099,Sneha Rao,101,2023-09-06,,,,0,1,0.82,0.0,0.0,Irregular
1022,Arjun Gupta,103,2023-08-15,,,,0,0,0.89,0.0,0.0,Irregular
1039,Rajesh Verma,105,2023-06-30,15:32,22:39,Evening,0,0,0.98,0.0,7.12,Regular
1035,Deepak Reddy,103,2023-08-07,06:41,18:33,Full,0,0,0.95,0.0,11.87,Regular
1071,Sneha Patel,105,2023-10-24,06:49,18:24,Full,0,0,0.96,0.0,11.58,Regular
1045,Vikram Singh,103,2023-04-01,15:21,23:24,Evening,0,0,0.95,0.0,8.05,Regular
1072,Vikram Nair,105,2023-10-16,14:17,23:53,Evening,0,1,0.85,0.0,9.6,Irregular
1064,Vikram Kumar,102,2023-05-03,05:15,18:37,Full,0,0,0.99,0.0,13.37,Regular
1094,Arjun Gupta,105,2023-11-11,14:44,23:23,Evening,0,0,0.97,0.0,8.65,Regular
1128,Deepak Singh,102,2023-07-06,06:52,17:31,Full,0,2,0.55,0.5,10.65,High_Risk
1093,Sneha Singh,105,2023-02-08,,,,0,0,0.96,0.0,0.0,Regular
1064,Deepak Rao,105,2023-04-07,,,,0,0,0.57,0.0,0.0,High_Risk
1102,Rajesh Kumar,102,2023-04-21,07:34,17:27,Full,0,0,1.0,2.0,9.88,Regular
1084,Vikram Patel,103,2023-07-29,15:04,22:01,Evening,0,0,0.99,0.0,6.95,Regular
1010,Amit Rao,102,2023-03-27,05:02,18:04,Full,0,0,0.98,0.0,13.03,Regular
1090,Deepak Singh,104,2023-09-18,05:15,17:02,Full,0,0,0.99,1.0,11.78,Regular
1120,Rohan Patel,103,2023-06-05,07:37,13:24,Morning,0,0,0.96,1.0,5.78,Regular
1117,Pooja Patel,105,2023-12-07,06:45,12:49,Morning,0,0,0.98,0.0,6.07,Regular
1015,Deepak Verma,102,2023-03-21,,,,0,0,0.79,0.0,0.0,Irregular
1086,Amit Rao,101,2023-12-02,07:13,12:32,Morning,0,0,0.87,0.0,5.32,Irregular
1090,Rajesh Gupta,105,2023-08-08,,,,0,0,0.89,0.0,0.0,Irregular
1135,Amit Sharma,102,2023-10-10,14:52,22:00,Evening,0,0,0.98,0.0,7.13,Regular
1125,Rohan Gupta,103,2023-11-10,,,,0,1,0.76,0.0,0.0,Irregular
1082,Amit Singh,102,2023-10-20,05:00,17:58,Full,0,0,0.95,2.0,12.97,Regular
1105,Rajesh Sharma,103,2023-11-27,05:25,17:00,Full,0,1,0.9,0.0,11.58,Irregular
1028,Rajesh Verma,104,2023-01-16,,,,0,2,0.45,0.0,0.0,High_Risk
1144,Deepak Rao,101,2023-07-12,14:04,22:12,Evening,0,0,0.96,2.0,8.13,Regular
1103,Vikram Kumar,101,2023-08-03,15:06,22:25,Evening,0,0,1.0,0.0,7.32,Regular
1002,Amit Gupta,101,2023-05-12,05:00,18:55,Full,0,1,0.77,0.0,13.92,Irregular
1080,Rajesh Sharma,102,2023-11-21,07:44,13:36,Morning,0,0,0.96,0.0,5.87,Regular
1036,Arjun Nair,104,2023-06-19,07:46,12:28,Morning,0,0,0.84,0.0,4.7,Irregular
1073,Priya Singh,101,2023-09-01,14:34,23:38,Evening,0,0,0.99,0.0,9.07,Regular
1002,Sneha Reddy,103,2023-05-03,15:28,22:13,Evening,0,0,0.97,0.0,6.75,Regular
1081,Vikram Nair,102,2023-03-15,,,,0,4,0.57,0.0,0.0,High_Risk
1137,Pooja Singh,101,2023-04-10,05:49,13:24,Morning,0,0,0.99,0.0,7.58,Regular
1079,Sneha Nair,105,2023-08-30,07:13,17:50,Full,0,0,0.96,1.0,10.62,Regular
1102,Deepak Rao,105,2023-09-12,05:37,12:03,Morning,0,0,0.98,0.0,6.43,Regular
1052,Rajesh Nair,105,2023-04-08,07:44,12:41,Morning,0,0,0.96,0.0,4.95,Regular
1030,Neha Reddy,102,2023-05-11,05:25,13:02,Morning,0,0,0.97,0.0,7.62,Regular
1141,Rajesh Kumar,104,2023-05-10,07:43,12:01,Morning,0,0,0.97,0.0,4.3,Regular
1069,Sneha Joshi,102,2023-11-27,05:33,12:29,Morning,0,0,0.97,0.0,6.93,Regular
1055,Arjun Singh,103,2023-01-26,,,,0,7,0.49,0.0,0.0,High_Risk
1043,Sneha Reddy,104,2023-10-25,07:38,18:25,Full,0,0,0.98,0.0,10.78,Regular
1046,Priya Singh,104,2023-07-06,,,,0,7,0.58,0.0,0.0,High_Risk
1111,Vikram Rao,101,2023-10-09,15:07,22:22,Evening,0,0,0.98,1.5,7.25,Regular
1027,Amit Singh,103,2023-06-19,05:18,17:18,Full,0,0,1.0,0.0,12.0,Regular
1135,Amit Gupta,102,2023-03-13,05:48,18:04,Full,0,0,0.99,0.0,12.27,Regular
1107,Pooja Rao,101,2023-08-30,05:38,17:25,Full,0,0,0.96,0.0,11.78,Regular
1130,Rohan Verma,101,2023-02-20,,,,0,7,0.52,0.0,0.0,High_Risk
1072,Arjun Rao,104,2023-09-04,06:21,13:05,Morning,0,0,1.0,0.0,6.73,Regular
1142,Rohan Gupta,103,2023-04-14,05:09,17:54,Full,0,0,0.96,0.0,12.75,Regular
1130,Sneha Nair,101,2023-02-20,,,,0,2,0.5,0.0,0.0,High_Risk
1120,Pooja Joshi,103,2023-07-11,07:08,13:11,Morning,0,2,0.81,0.0,6.05,Irregular
1129,Priya Singh,103,2023-01-30,06:36,12:15,Morning,0,0,0.97,2.0,5.65,Regular
1100,Rohan Patel,103,2023-06-23,,,,0,1,0.76,0.0,0.0,Irregular
1095,Arjun Reddy,102,2023-07-27,,,,0,2,0.47,0.0,0.0,High_Risk
1066,Deepak Joshi,103,2023-01-30,05:47,17:52,Full,0,0,0.97,0.0,12.08,Regular
1137,Vikram Reddy,105,2023-10-10,,,,0,1,0.85,0.0,0.0,Irregular
1044,Arjun Joshi,104,2023-01-17,07:11,12:11,Morning,0,0,0.98,0.0,5.0,Regular
1069,Priya Verma,101,2023-03-10,07:32,12:29,Morning,0,2,0.59,0.0,4.95,High_Risk
1031,Arjun Verma,103,2023-05-10,06:38,12:20,Morning,0,0,1.0,0.0,5.7,Regular
1085,Neha Verma,105,2023-11-13,06:56,18:25,Full,0,0,0.91,0.0,11.48,Irregular
1001,Amit Reddy,103,2023-02-17,06:04,18:21,Full,0,8,0.56,0.0,12.28,High_Risk
1131,Priya Singh,104,2023-03-10,,,,0,5,0.57,0.0,0.0,High_Risk
1016,Priya Singh,102,2023-07-24,06:31,18:23,Full,0,0,0.97,0.0,11.87,Regular
1128,Arjun Singh,102,2023-01-16,06:15,17:09,Full,0,0,0.83,1.0,10.9,Irregular
1004,Vikram Sharma,102,2023-11-07,06:28,12:52,Morning,0,0,0.98,0.0,6.4,Regular
1021,Rohan Kumar,101,2023-07-05,14:52,22:55,Evening,0,0,0.97,0.0,8.05,Regular
1033,Pooja Nair,102,2023-07-08,06:34,18:36,Full,0,0,0.98,0.0,12.03,Regular
1074,Rohan Verma,102,2023-01-11,05:29,12:48,Morning,0,2,0.86,0.0,7.32,Irregular
1012,Priya Joshi,103,2023-06-27,05:05,13:26,Morning,0,0,0.96,0.5,8.35,Regular
1092,Vikram Joshi,105,2023-09-16,07:00,12:05,Morning,0,0,0.98,1.5,5.08,Regular
1026,Rajesh Gupta,101,2023-07-01,07:23,17:30,Full,0,0,0.96,0.0,10.12,Regular
1142,Pooja Gupta,104,2023-01-24,05:58,18:51,Full,0,0,0.96,0.0,12.88,Regular
1026,Vikram Singh,101,2023-11-16,06:18,18:52,Full,0,2,0.95,0.0,12.57,Irregular
1031,Pooja Nair,101,2023-04-10,,,,0,2,0.78,0.0,0.0,Irregular
1101,Deepak Sharma,105,2023-04-24,15:14,23:03,Evening,0,1,0.88,0.0,7.82,Irregular
1090,Sneha Patel,103,2023-07-13,05:17,17:49,Full,0,0,0.97,0.0,12.53,Regular
1137,Priya Verma,103,2023-12-30,06:55,13:10,Morning,0,0,0.99,0.0,6.25,Regular
1015,Rohan Verma,103,2023-05-29,15:22,22:04,Evening,0,1,0.84,0.0,6.7,Irregular
1121,Priya Gupta,103,2023-05-29,07:48,13:16,Morning,0,0,0.98,1.0,5.47,Regular
1067,Pooja Patel,104,2023-08-25,05:16,18:06,Full,0,0,0.97,0.0,12.83,Regular
1070,Arjun Nair,103,2023-10-10,06:33,18:46,Full,0,0,0.98,0.0,12.22,Regular
1024,Pooja Rao,101,2023-11-28,07:22,12:33,Morning,0,2,0.55,0.0,5.18,High_Risk
1042,Rohan Kumar,104,2023-07-25,06:53,12:52,Morning,0,0,0.97,0.0,5.98,Regular
1005,Pooja Gupta,101,2023-10-13,15:56,22:33,Evening,0,2,0.82,0.0,6.62,Irregular
1053,Rajesh Sharma,102,2023-12-30,15:04,22:43,Evening,0,3,0.43,0.0,7.65,High_Risk
1124,Neha Gupta,103,2023-09-20,06:41,12:57,Morning,0,0,0.97,0.0,6.27,Regular
1041,Vikram Verma,105,2023-03-20,14:14,23:26,Evening,0,2,0.83,0.0,9.2,Irregular
1147,Rajesh Sharma,104,2023-07-25,06:21,12:36,Morning,0,2,0.93,2.0,6.25,Irregular
1054,Amit Rao,103,2023-08-09,07:01,17:32,Full,0,0,1.0,1.0,10.52,Regular
1101,Arjun Singh,104,2023-01-06,07:31,17:00,Full,0,0,0.84,0.5,9.48,Irregular
1032,Amit Kumar,105,2023-09-21,,,,0,0,0.97,0.0,0.0,Regular
1120,Priya Nair,103,2023-11-06,,,,0,8,0.46,0.0,0.0,High_Risk
1046,Deepak Joshi,103,2023-10-23,06:07,18:36,Full,0,1,0.86,0.0,12.48,Irregular
1127,Arjun Reddy,101,2023-11-04,,,,0,8,0.47,0.0,0.0,High_Risk
1113,Vikram Sharma,105,2023-07-05,07:56,12:00,Morning,0,0,0.97,0.0,4.07,Regular
1136,Vikram Gupta,102,2023-08-21,14:48,22:24,Evening,0,1,0.8,0.5,7.6,Irregular
1053,Vikram Rao,102,2023-11-08,05:29,13:55,Morning,0,0,0.98,0.0,8.43,Regular
1102,Pooja Singh,103,2023-11-04,07:55,12:57,Morning,0,2,0.79,0.5,5.03,Irregular
1007,Rajesh Sharma,103,2023-12-28,14:40,23:44,Evening,0,0,0.96,0.0,9.07,Regular
1089,Amit Rao,104,2023-05-22,07:14,12:39,Morning,0,0,0.99,0.0,5.42,Regular
1140,Rajesh Singh,105,2023-08-12,05:54,12:44,Morning,0,0,1.0,1.0,6.83,Regular
1107,Neha Reddy,105,2023-10-26,07:06,13:31,Morning,0,0,0.99,0.0,6.42,Regular
1037,Arjun Reddy,102,2023-02-21,06:11,18:45,Full,0,0,0.97,0.0,12.57,Regular
1106,Pooja Reddy,105,2023-05-03,,,,0,1,0.92,0.0,0.0,Irregular
1145,Arjun Gupta,103,2023-06-15,06:30,13:59,Morning,0,0,0.97,1.0,7.48,Regular
1073,Deepak Nair,102,2023-04-06,,,,0,1,0.56,0.0,0.0,High_Risk
1006,Priya Verma,102,2023-04-26,06:56,13:04,Morning,0,7,0.56,1.5,6.13,High_Risk
1126,Arjun Singh,102,2023-07-03,06:58,13:04,Morning,0,0,1.0,0.0,6.1,Regular
1046,Neha Rao,103,2023-11-30,14:53,23:32,Evening,0,1,0.87,0.0,8.65,Irregular
1122,Sneha Nair,101,2023-01-23,05:02,12:37,Morning,0,0,1.0,0.0,7.58,Regular
1128,Neha Kumar,104,2023-11-11,06:44,18:26,Full,0,0,0.55,0.0,11.7,High_Risk
1138,Deepak Joshi,103,2023-07-10,,,,0,0,0.87,0.0,0.0,Irregular
1104,Pooja Kumar,104,2023-10-02,15:18,22:05,Evening,0,0,0.96,0.0,6.78,Regular
1039,Rajesh Patel,101,2023-08-25,14:48,23:20,Evening,0,0,0.97,0.0,8.53,Regular
1025,Neha Patel,102,2023-04-04,,,,0,2,0.84,0.0,0.0,Irregular
1011,Amit Gupta,101,2023-08-16,07:41,12:38,Morning,0,0,0.99,0.0,4.95,Regular
1034,Neha Verma,103,2023-05-08,07:14,17:10,Full,0,0,0.98,0.5,9.93,Regular
1029,Priya Kumar,102,2023-03-18,,,,0,4,0.4,0.0,0.0,High_Risk
1019,Sneha Joshi,105,2023-10-24,,,,0,7,0.47,0.0,0.0,High_Risk
1026,Amit Sharma,101,2023-11-22,06:18,13:57,Morning,0,0,0.98,2.0,7.65,Regular
1061,Arjun Nair,104,2023-06-02,06:17,18:27,Full,0,0,0.97,0.5,12.17,Regular
1101,Deepak Nair,104,2023-07-14,07:16,17:45,Full,0,0,1.0,0.5,10.48,Regular
1053,Rohan Verma,101,2023-06-02,06:51,17:12,Full,0,0,0.97,0.0,10.35,Regular
1014,Priya Joshi,104,2023-02-15,,,,0,0,0.82,0.0,0.0,Irregular
1088,Rajesh Joshi,103,2023-12-19,,,,0,5,0.42,0.0,0.0,High_Risk
1150,Rajesh Reddy,101,2023-10-16,05:13,13:02,Morning,0,0,0.99,0.0,7.82,Regular
1094,Priya Verma,103,2023-01-12,05:39,17:20,Full,0,0,0.97,0.0,11.68,Regular
1121,Pooja Joshi,102,2023-12-29,07:54,17:26,Full,0,0,0.96,0.5,9.53,Regular
1134,Pooja Joshi,101,2023-01-23,14:25,23:50,Evening,0,0,0.98,0.0,9.42,Regular
1106,Arjun Gupta,101,2023-02-06,06:49,12:06,Morning,0,2,0.88,0.0,5.28,Irregular
1146,Priya Joshi,101,2023-06-01,05:40,18:59,Full,0,2,0.91,0.0,13.32,Irregular
1067,Rajesh Verma,103,2023-04-26,05:49,13:06,Morning,0,0,0.97,0.0,7.28,Regular
1105,Amit Rao,102,2023-02-13,15:04,22:00,Evening,0,0,0.97,0.0,6.93,Regular
1130,Sneha Verma,105,2023-05-29,,,,0,2,0.94,0.0,0.0,Irregular
1148,Priya Joshi,102,2023-12-19,,,,0,0,0.76,0.0,0.0,Irregular
1095,Priya Patel,105,2023-07-24,15:37,23:00,Evening,0,2,0.75,0.0,7.38,Irregular
1029,Arjun Rao,105,2023-02-23,14:02,23:09,Evening,0,0,0.96,0.5,9.12,Regular
1042,Arjun Nair,102,2023-02-25,,,,0,1,0.81,0.0,0.0,Irregular
1120,Priya Joshi,104,2023-01-23,05:19,17:18,Full,0,0,1.0,0.0,11.98,Regular
1137,Neha Verma,101,2023-05-26,05:05,17:47,Full,0,0,0.96,0.0,12.7,Regular
1016,Deepak Verma,101,2023-07-31,,,,0,0,0.52,0.0,0.0,High_Risk
1062,Amit Singh,105,2023-03-07,15:42,22:09,Evening,0,0,0.96,0.0,6.45,Regular
1132,Rohan Singh,105,2023-09-11,05:57,17:08,Full,0,8,0.57,0.0,11.18,High_Risk
1138,Rohan Nair,101,2023-07-07,,,,0,2,0.48,0.0,0.0,High_Risk
1105,Deepak Verma,102,2023-02-10,05:26,12:05,Morning,0,0,1.0,0.0,6.65,Regular
1060,Vikram Sharma,105,2023-11-03,06:40,13:28,Morning,0,0,0.98,0.0,6.8,Regular
1079,Deepak Singh,102,2023-03-27,06:11,18:50,Full,0,0,0.99,0.0,12.65,Regular
1029,Amit Gupta,102,2023-06-16,14:14,23:59,Evening,0,0,0.99,0.5,9.75,Regular
1105,Deepak Sharma,102,2023-02-02,06:19,17:12,Full,0,2,0.81,0.0,10.88,Irregular
1023,Pooja Sharma,105,2023-12-20,06:31,12:58,Morning,0,0,0.99,0.5,6.45,Regular
1010,Priya Sharma,105,2023-07-17,07:19,13:08,Morning,0,0,0.95,0.0,5.82,Regular
1100,Sneha Reddy,102,2023-09-22,,,,0,1,0.6,0.0,0.0,High_Risk
1094,Pooja Rao,102,2023-07-13,05:52,13:47,Morning,0,2,0.85,1.0,7.92,Irregular
1008,Sneha Rao,102,2023-04-24,07:52,12:19,Morning,0,1,0.43,0.0,4.45,High_Risk
1074,Pooja Verma,102,2023-07-20,07:03,17:05,Full,0,0,0.96,0.0,10.03,Regular
1112,Vikram Sharma,101,2023-06-28,14:15,23:24,Evening,0,2,0.76,1.5,9.15,Irregular
1022,Sneha Singh,101,2023-01-26,07:12,12:01,Morning,0,8,0.59,0.0,4.82,High_Risk
1031,Sneha Reddy,105,2023-11-11,06:39,13:27,Morning,0,0,0.95,0.0,6.8,Regular
1074,Neha Gupta,104,2023-05-18,05:16,18:34,Full,0,0,0.97,0.0,13.3,Regular
1029,Pooja Kumar,102,2023-09-27,06:39,18:57,Full,0,1,0.85,0.0,12.3,Irregular
1019,Vikram Nair,104,2023-01-03,05:35,12:13,Morning,0,1,0.93,1.0,6.63,Irregular
1139,Priya Gupta,104,2023-06-24,07:43,18:37,Full,0,0,1.0,0.0,10.9,Regular
1091,Sneha Reddy,105,2023-11-20,,,,0,8,0.48,0.0,0.0,High_Risk
1073,Rajesh Kumar,105,2023-04-12,,,,0,2,0.84,0.0,0.0,Irregular
1019,Vikram Gupta,103,2023-03-18,06:21,17:57,Full,0,0,0.98,0.0,11.6,Regular
1112,Priya Singh,104,2023-02-02,05:58,12:47,Morning,0,0,0.96,0.5,6.82,Regular
1043,Pooja Rao,104,2023-09-25,07:52,17:42,Full,0,0,0.97,0.0,9.83,Regular
1030,Rohan Joshi,103,2023-12-04,06:29,12:44,Morning,0,6,0.42,0.0,6.25,High_Risk
1046,Sneha Rao,101,2023-03-16,15:53,23:56,Evening,0,0,0.98,0.0,8.05,Regular
1033,Rohan Kumar,101,2023-12-20,05:24,18:15,Full,0,0,0.94,0.0,12.85,Irregular
1015,Sneha Rao,101,2023-04-12,07:40,18:02,Full,0,0,0.99,0.5,10.37,Regular
1065,Deepak Verma,103,2023-04-24,05:14,17:46,Full,0,1,0.79,0.0,12.53,Irregular
1131,Pooja Reddy,101,2023-06-16,,,,0,2,0.85,0.0,0.0,Irregular
1144,Rohan Sharma,101,2023-11-03,,,,0,0,0.51,0.0,0.0,High_Risk
1146,Rajesh Reddy,103,2023-06-17,06:03,12:23,Morning,0,0,0.81,0.0,6.33,Irregular
1148,Priya Verma,101,2023-05-20,05:19,17:11,Full,0,0,0.98,0.0,11.87,Regular
1126,Priya Nair,102,2023-03-30,,,,0,0,0.56,0.0,0.0,High_Risk
1025,Amit Kumar,103,2023-04-15,,,,0,6,0.45,0.0,0.0,High_Risk
1094,Deepak Reddy,102,2023-01-14,,,,0,8,0.59,0.0,0.0,High_Risk
1090,Sneha Nair,104,2023-08-09,07:07,18:01,Full,0,0,0.96,0.0,10.9,Regular
1072,Rohan Rao,104,2023-12-28,07:31,12:48,Morning,0,0,0.95,0.0,5.28,Regular
1116,Amit Verma,105,2023-06-01,15:14,23:40,Evening,0,0,0.97,2.0,8.43,Regular
1128,Vikram Gupta,104,2023-12-18,15:28,23:46,Evening,0,0,0.99,0.0,8.3,Regular
1104,Arjun Joshi,104,2023-11-27,14:57,22:09,Evening,0,0,1.0,0.0,7.2,Regular
1037,Vikram Rao,103,2023-08-01,07:08,17:41,Full,0,0,0.96,0.5,10.55,Regular
1109,Rajesh Verma,105,2023-08-07,05:56,13:49,Morning,0,0,0.96,1.5,7.88,Regular
1090,Priya Verma,102,2024-01-01,,,,0,6,0.55,0.0,0.0,High_Risk
1131,Priya Nair,103,2023-11-16,05:34,12:55,Morning,0,0,0.98,1.0,7.35,Regular
1097,Arjun Gupta,104,2023-08-11,07:13,17:42,Full,0,1,0.81,0.0,10.48,Irregular
1101,Neha Rao,104,2023-01-26,,,,0,0,0.89,0.0,0.0,Irregular
1073,Amit Verma,103,2023-07-06,05:12,12:11,Morning,0,0,0.9,0.0,6.98,Irregular
1024,Priya Rao,102,2023-08-26,,,,0,3,0.5,0.0,0.0,High_Risk
1017,Amit Verma,104,2023-03-02,14:30,22:46,Evening,0,0,0.96,0.0,8.27,Regular
1026,Neha Joshi,103,2023-05-26,07:02,12:03,Morning,0,0,0.99,0.0,5.02,Regular
1008,Amit Rao,102,2023-12-25,05:18,13:04,Morning,0,2,0.9,0.0,7.77,Irregular
1023,Priya Gupta,105,2023-02-07,05:56,12:51,Morning,0,0,0.98,0.0,6.92,Regular
1079,Rohan Joshi,105,2024-01-01,,,,0,0,0.96,0.0,0.0,Regular
1073,Vikram Sharma,102,2023-02-15,14:28,22:59,Evening,0,0,0.99,0.0,8.52,Regular
1060,Rohan Singh,101,2023-09-27,,,,0,2,0.94,0.0,0.0,Irregular
1064,Arjun Nair,104,2023-06-05,07:14,13:00,Morning,0,0,0.99,1.0,5.77,Regular
1001,Vikram Kumar,103,2023-03-15,07:25,13:20,Morning,0,0,0.96,0.0,5.92,Regular
1070,Vikram Gupta,101,2023-07-24,05:46,17:49,Full,0,2,0.93,0.0,12.05,Irregular
1036,Amit Patel,102,2023-02-17,05:59,17:00,Full,0,0,0.98,2.0,11.02,Regular
1025,Vikram Reddy,102,2023-12-23,14:47,23:48,Evening,0,0,0.99,1.5,9.02,Regular
1069,Deepak Patel,101,2023-09-14,05:18,18:42,Full,0,0,0.98,0.0,13.4,Regular
1145,Amit Sharma,104,2023-03-02,06:02,12:56,Morning,0,0,0.97,0.0,6.9,Regular
1037,Priya Gupta,102,2023-12-02,05:53,13:29,Morning,0,0,0.97,0.0,7.6,Regular
1145,Priya Nair,101,2023-09-28,06:57,12:26,Morning,0,0,0.98,0.0,5.48,Regular
1061,Rohan Nair,105,2023-05-15,05:30,12:47,Morning,0,0,0.99,0.0,7.28,Regular
1119,Rajesh Verma,101,2023-08-15,14:47,22:26,Evening,0,0,0.95,0.0,7.65,Regular
1132,Pooja Sharma,105,2023-08-16,06:21,12:57,Morning,0,0,0.96,0.0,6.6,Regular
1100,Pooja Joshi,103,2023-06-17,14:10,22:15,Evening,0,1,0.85,1.5,8.08,Irregular
1072,Amit Sharma,103,2023-07-24,07:29,13:12,Morning,0,0,0.95,0.0,5.72,Regular
